ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
848644,             K�bel Bruna eukalyptus 20cm,    8.99,       0,   12.59,     4,        48,16.08.2021,52   ,          ,     ,          ,     ,                        HW2021,                         K�BEL,             -4,1,    eukalyptus ,        D20xH20,              848633,0,
848645,                K�bel Lavina bronze 12cm,    4.99,       0,    6.99,     8,       240,16.08.2021,200  ,18.10.2021,200  ,          ,     ,                        HW2021,                         K�BEL,           -160,1,         bronze,        D12xH14,              848556,0,
848646,                K�bel Lavina bronze 15cm,    6.59,       0,    9.29,     6,       396,16.08.2021,270  ,18.10.2021,270  ,          ,     ,                       KERAMIK,                         K�BEL,           -144,1,         bronze,        D15xH17,              848556,0,
848647,                K�bel Lavina bronze 18cm,    7.99,       0,   11.19,     4,       176,16.08.2021,140  ,18.10.2021,140  ,          ,     ,                       KERAMIK,                         K�BEL,           -104,1,         bronze,        D18xH20,              848556,0,
848648,                K�bel Lavina bronze 23cm,   10.99,       0,   15.39,     2,        58,16.08.2021,60   ,18.10.2021,60   ,          ,     ,                       KERAMIK,                         K�BEL,            -62,1,         bronze,        D23xH25,              848556,0,
848649,                K�bel Lavina bronze 28cm,   17.59,       0,   24.69,     1,        43,16.08.2021,50   ,18.10.2021,30   ,          ,     ,                       KERAMIK,                         K�BEL,            -37,1,         bronze,        D28xH30,              848556,0,
848650,                 Vase Lavina bronze 35cm,   14.99,       0,   20.99,     2,        32,16.08.2021,60   ,18.10.2021,20   ,          ,     ,                       KERAMIK,                         VASEN,            -48,1,         bronze,        H35xD22,              848556,0,
848651,                 Vase Lavina bronze 50cm,   26.99,       0,   37.79,     1,        21,16.08.2021,40   ,18.10.2021,10   ,          ,     ,                       KERAMIK,                         VASEN,            -29,1,         bronze,        H50xD27,              848556,0,
848652,                 Vase Lavina bronze 70cm,      62,       0,      87,     1,        23,16.08.2021,30   ,18.10.2021,10   ,          ,     ,                       KERAMIK,                         VASEN,            -17,1,         bronze,        H70xD30,              848556,0,
848653,                 Vase Lavina bronze 90cm,      87,       0,     122,     1,         8,16.08.2021,20   ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,            -12,1,         bronze,        H90xD33,              848556,0,
848654,               Schale Lavina bronze 50cm,   29.99,       0,   39.99,     1,        41,16.08.2021,25   ,18.10.2021,25   ,          ,     ,                       KERAMIK,                       SCHALEN,             -9,1,         bronze,        D50xH11,              848556,0,
848655,              K�bel Massa the green 12cm,    3.99,       0,    5.09,     8,        80,16.08.2021,120  ,18.10.2021,120  ,          ,     ,                       KERAMIK,                         K�BEL,           -160,1,      the green,        D12xH10,              848514,0,
848656,              K�bel Massa the green 14cm,    4.59,       0,    6.49,     8,       104,16.08.2021,120  ,18.10.2021,120  ,          ,     ,                       KERAMIK,                         K�BEL,           -136,1,      the green,        D14xH11,              848514,0,
848657,              K�bel Massa the green 16cm,    5.59,       0,    7.89,     8,       104,16.08.2021,120  ,18.10.2021,120  ,          ,     ,                       KERAMIK,                         K�BEL,           -136,1,      the green,      D16xH12.5,              848514,0,
848658,              K�bel Massa the green 19cm,    6.99,       0,    9.79,     6,        30,16.08.2021,60   ,18.10.2021,60   ,          ,     ,                       KERAMIK,                         K�BEL,            -90,1,      the green,        D19xH15,              848514,0,
848659,              K�bel Massa the green 21cm,    8.59,       0,   12.09,     4,        24,16.08.2021,40   ,18.10.2021,40   ,          ,     ,                       KERAMIK,                         K�BEL,            -56,1,      the green,      D21xH16.5,              848514,0,
